Exclude,Subject,Year,ID,ID2,ID3,Syllabus,A,B,C,D,CorePicture,CoreQuestion,Question,Marks,Answer,Solution,Picture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2016,11,,,FSHe2,4 mL,24 mL,100 mL,400 mL,,"The concentration of a drug in a certain medication is 100 mg / 5 mL. A patient is prescribed 2000 mg of the drug.

How much medication should be given to the patient?",,1,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2016,12,,,MM2,5 cm,20 cm,25 cm, 50 cm,gm201612,A container is in the shape of a triangular prism which has a capacity of 12 litres. The area of the base is 240 cm\(^{2}\).,"What is the distance, h, between the two triangular ends of the container?",1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2016,13,,,DS5,0.025,0.05,0.475,0.95,,"The speed limit outside a school is 40 km / h. Year 11 students measured the speed of passing vehicles over a period of time. They found the set of data to be normally distributed with a mean speed of 36 km / h and a standard deviation of 2 km / h.

What percentage of the vehicles passed the school at a speed greater than 40 km / h?",,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2016,14,,,AM2,m is positive and b is negative,m is negative and b is positive,m and b are both positive,m and b are both negative,gm201614,The graph shows a line which has an equation in the form \(y=mx+b\),Which of the following statements is true?,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2016,15,,,FSCol,2.16,2.32,2.43,2.7,,"Calls on a mobile phone plan are charged at the rate of 54 cents per 30 seconds, or part thereof.

What is the cost of a call lasting 2 minutes and 15 seconds?",,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2016,16,,,MM3,17.8 m,19.3 m,23.2 m,24.9 m,gm201616,"The width (\({W}\)) of a river can be calculated using two similar triangles, as shown in the diagram.",What is the approximate width of the river?,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2016,17,,,FM4,6.74,6.77,786.74,786.77,,"Ariana is charged compound interest at the rate of 0.036% per day on outstanding credit card balances. She has $780 outstanding for 24 days.

How much compound interest is she charged?",,1,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2016,18,,,AM5,40,80,320,400,,"The value of \({E}\) varies directly with the square of \({S}\).

It is known that \({E=20}\) when \({S=10}\).

What is the value of \({E}\) when \({S=40}\)?",,1,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2016,19,,,DS2,"2, 3, 5, 8.5, 12","2, 3, 5, 8.5, 10","2, 3, 5, 8, 12","2, 3, 5, 8, 10",gm201619,A soccer referee wrote down the number of goals scored in 9 different games during the season.,"The last number has been omitted. The range of the data is 10.

What is the five-number summary for this data set?",1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2016,20,,,FM1,37.3,42,49,56,,"Isabella works a 35-hour week and is paid at an hourly rate of $18. Any overtime hours worked are paid at time-and-a-half. In a particular week, she earned $1008.

How many hours in total did Isabella work in this week to earn this amount?",,1,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2016,21,,,DS4,6.5,10.5,11.9,12.4,gm201621,A grouped data frequency table is shown.,What is the mean for this set of data?,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2016,22,,,DS4,8,50,56,112,gm201622,The box-and-whisker plots show the results of a History test and a Geography test.,"In History, 112 students completed the test. The number of students who scored above 30 marks was the same for the History test and the Geography test.

How many students completed the Geography test?",1,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2016,23,,,DS4,0.33,0.18,0.68,0.87,gm201623,A group of 485 people was surveyed. The people were asked whether or not they smoke. The results are recorded in the table.,"A person is selected at random from the group.

What is the approximate probability that the person selected is a smoker OR is male?",1,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2016,24,,,AM3,\(Q=Ce+CiR\),\(Q=Ce-CiR\),\(Q={{e+iR} \over {C}}\),\(Q={{e-iR} \over {C}}\),,Which of the following correctly expresses \({Q}\) as the subject of \(e=iR+{Q \over C}\),,1,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2016,25,,,MM5,070\(^{\circ}\),095\(^{\circ}\),110\(^{\circ}\),135\(^{\circ}\),gm201625,"The diagram shows towns \(A\), \(B\) and \(C\). Town \(B\) is 40 km due north of town \(A\). The distance from \(B\) to \(C\) is 18 km and the bearing of \(C\) from \(A\) is 025\(^{\circ}\). It is known that \(\angle BCA\) is obtuse.",What is the bearing of \(C\) from \(B\)?,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2016,26,a,i,MM4,,,,,gm201626a,"Calculate the surface area of a sphere with a radius of 5 cm, correct to the nearest whole number.",,1,314,"Surface area = 4 * pi * r^2
=4 * pi * 5^2
=314.1592
=314cm2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2016,26,b,i,AM1,,,,,,Simplify \({8x^{4}y} \over {24x^{3}y^{5}}\).,,2,x/(3y^4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2016,26,c,i,FSDr2,,,,,,"Peta's car uses fuel at the rate of 5.9 L /100 km for country driving and7.3 L /100 km for city driving. On a trip, she drives 170 km in the country and 25 km in the city.

Calculate the amount of fuel she used on this trip.",,2,11.855,"Country driving: 170/100 * 5.9 = 10.03L
City driving: 25/100 * 7.3 = 1.825L
Total fuel used = 10.03 + 1.825
= 11.855L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2016,26,d,i,MM2,,,,,gm201626d,The field diagram shows a block of land \(ABCD\) that has been surveyed. All measurements are in metres.,"Calculate the length of \(AB\), correct to the nearest metre.",2,46,"AB = sqrt(32^2 + 33^2)
= 45.9673...
= 46m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2016,26,e,i,FM1,,,,,,"Jenny earns a yearly salary of $63752. Her annual leave loading is \(17 {1 \over 2}\%\) four weeks pay.

Calculate her total pay for her four weeks of annual leave.",,3,5762.2,"Holiday loading = 0.175 * ($63752 / 52) * 4
= $858.20
Holiday pay = (($63 752 / 52) * 4 + 858.20
= $4904 + $858.20
= $5762.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2016,26,f,i,FM3,,,,,gm201626fii,Theo is completing his tax return. He has a gross salary of $82521 and income from a rental property totalling $10920. He is claiming $13420 in allowable deductions.,Determine Theo's taxable income.,1,80021,"Taxable income = $82521 + $10920 - $13420
= $80021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2016,26,f,ii,FM3,,,,,gm201626fii,Theo is completing his tax return. He has a gross salary of $82521 and income from a rental property totalling $10920. He is claiming $13420 in allowable deductions.,"Using the tax table below, calculate Theo's tax payable.",2,17554.77,"Tax payable = $17 547 + 0.37(80 021 - 80 000)
= $17 547 + 0.37 * 21
= $17 547 + $7.77
= $17 554.77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2016,26,f,iii,FM3,,,,,gm201626fii,Theo is completing his tax return. He has a gross salary of $82521 and income from a rental property totalling $10920. He is claiming $13420 in allowable deductions.,"In addition to the above tax, Theo must also pay a Medicare levy of $1600.42.

Theo has already paid $20525 as Pay As You Go (PAYG) tax.

Should Theo receive a tax refund or will he owe more tax? Justify your answer with calculations.",2,1369.81,"Total tax payable = $1600.42 + $17 554.77
= $19155.19

Tax refund = $20 525 - $19 155.19
= $1369.81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,MG2,2016,27,a,i,FSDr1,,,,,,"Alice intends to buy a car and insure it.

Briefly describe what each of these types of insurance covers:

\(\bullet\) Compulsory third-party insurance (CTP)
\(\bullet\) Non-compulsory third-party property insurance.",,2,"If Alice is responsible for a car accident, then Compulsory Third Party Insurance covers injury to people, while Third Party Property Insurance covers damage to other people's property.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2016,27,b,i,DS6,,,,,,"A small population consists of three students of heights 153 cm, 168 cm and 174 cm. Samples of varying sizes can be taken from this population.

What is the mean of the mean heights of all the possible samples? Justify your answer.",,2,165,"Mean of mean heights = (153 + 168 + 174) / 3
= 165cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2016,27,c,i,DS4,,,,,gm201627c,The heights of 400 students were measured. The results are displayed in thiscumulative frequency polygon.,Use the polygon to estimate the interquartile range.,2,36,"Q3 = 172cm
Q1 = 136cm
IQR = 172 - 136 = 36cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,MG2,2016,27,d,i,FM4,,,,,gm201627d,Marge borrowed $19000 to buy a used car. Interest on the loan was charged at 4.8% pa at the end of each month. She made a repayment of $436 at the end of every month. The table below sets out her monthly repayment schedule for the first four months of the loan.,Some values in the table are missing. Write down the values for A and B.,2,"A=19000
B=17551.33","A = $19000
B = 17 915.67 + 71.66 - 436
= $17 551.33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2016,27,d,ii,FM4,,,,,gm201627d,Marge borrowed $19000 to buy a used car. Interest on the loan was charged at 4.8% pa at the end of each month. She made a repayment of $436 at the end of every month. The table below sets out her monthly repayment schedule for the first four months of the loan.,Calculate the value of \(X\).,2,74.56,"X = Prn
= 18 640 * 0.004 * 1
= $74.56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2016,27,d,iii,FM4,,,,,gm201627d,Marge borrowed $19000 to buy a used car. Interest on the loan was charged at 4.8% pa at the end of each month. She made a repayment of $436 at the end of every month. The table below sets out her monthly repayment schedule for the first four months of the loan.,"Marge repaid this loan over four years.

What is the total amount that Marge repaid?",1,20928,"Total amount = $436 * 48
= $20928",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2016,27,e,i,MM6,,,,,,"Melbourne is located at (38\(^{\circ}\)S, 145\(^{\circ}\)E) and Dubai is located at (24\(^{\circ}\)N, 55\(^{\circ}\)E).",Calculate the difference in longitude between Melbourne and Dubai.,1,90,"Difference = 145 - 55
= 90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2016,27,e,ii,MM6,,,,,,"Melbourne is located at (38\(^{\circ}\)S, 145\(^{\circ}\)E) and Dubai is located at (24\(^{\circ}\)N, 55\(^{\circ}\)E).",Show that the time difference between Melbourne and Dubai is 6 hours.,1,6,"Time difference = 90 / 15
= 6 hours",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2016,27,e,iii,MM6,,,,,,"Melbourne is located at (38\(^{\circ}\)S, 145\(^{\circ}\)E) and Dubai is located at (24\(^{\circ}\)N, 55\(^{\circ}\)E).","A plane leaves Melbourne on Friday at 11.30 pm. The flight time to Dubai is 15 hours.

What will be the time and the day in Dubai when the plane is due to land? Answer in 24hr format followed by full day name eg (17:25 Wednesday)",2,08:30 Saturday,"Time of departure in Melbourne = 11:30pm Friday
= 23:30
Time of arrival (Melbourne time) = 23:30 + 15h 
= 14:30 Saturday
Time of arrival in Dubai = 14:30 - 6h
= 8h 30min
= 8:30am on Saturday",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2016,28,a,i,"PB1
DS6",,,,,,Jacob has a large jar of silver coins. He adds 20 gold coins into the jar. He then seals the jar and shakes it to ensure that the gold coins are mixed in thoroughly with the silver coins. Jacob then opens the jar and takes a handful of coins. In his hand he has 33 silver coins and 4 gold coins.,"Based on Jacob's handful, if a coin is selected at random from the jar, what is the probability that it is a gold coin? Answer to two decimal places (eg 0.25)",1,0.11,P(gold coin) = 3/47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2016,28,a,ii,"PB1
DS6",,,,,,Jacob has a large jar of silver coins. He adds 20 gold coins into the jar. He then seals the jar and shakes it to ensure that the gold coins are mixed in thoroughly with the silver coins. Jacob then opens the jar and takes a handful of coins. In his hand he has 33 silver coins and 4 gold coins.,Jacob returns the handful of coins to the jar. Estimate the total number of coins in the jar.,2,185,"4/37 * Total = 20
Total = 20 * 37/4
= 185

OR

x/33 = 20/4
x = 33 * 5
= 165 silver coins

165 silver coins + 20 gold coins = 185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2016,28,b,i,FSRe3,,,,,gm201628b,The cost of buying a new heater is $990. It uses energy according to thefollowing energy label.,Energy is charged at the rate of $0.35/ kWh.How much will it cost in total to purchase and then run this heater for five years?,2,1873.75,"Total cost = $990 + 505 * $0.35 * 5
= $990 + $883.75
= $1873.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2016,28,c,i,PB2,,,,,gm201628c,"A cricket team is about to play two matches. The probability of the team having a win, a loss or a draw is 0.7, 0.1 and 0.2 respectively in each match. The possible results in the two matches are displayed in the probability tree diagram.","What is the probability of the team having a win and a draw, in any order?",2,0.28,"P(Win and Draw in any order) = P(WD) + P(DW)
= 0.7 * 0.2 + 0.2 * 0.7
= 0.28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,MG2,2016,28,c,ii,PB2,,,,,gm201628c,"A cricket team is about to play two matches. The probability of the team having a win, a loss or a draw is 0.7, 0.1 and 0.2 respectively in each match. The possible results in the two matches are displayed in the probability tree diagram.","Paul claims that 1.4 is the probability of the team winning both matches.

Give one reason why this is NOT correct.",1,Paul is not correct because the probability of an event occurring cannot be greater than 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2016,28,d,i,FM5,,,,,gm201628d,The table gives the contribution per period for an annuity with a future value of $1 at different interest rates and different periods of time.,"Margaret needs to save $75000 over 6 years for a deposit on a new apartment. She makes regular quarterly contributions into an investment account whichpays interest at 3% pa.

How much will Margaret need to contribute each quarter to reach her savingsgoal?",2,2865,"r = 3% pa = 0.75% pq
n = 6 years = 24 quarters
payment = 0.0382 * $75 000
= $2865",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2016,28,e,i,"MM4
MM2",,,,,gm201628e,"A company makes large marshmallows. They are in the shape of a cylinder with diameter 5 cm and height 3 cm, as shown in the diagram.","Find the volume of one of these large marshmallows, correct to one decimal place.",2,58.9,"Volume = pi * r^2 * h
= pi(2.5)^2 * 3
= 58.904...
= 58.9cm3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2016,28,e,ii,"MM4
MM2",,,,,gm201628e,"A company makes large marshmallows. They are in the shape of a cylinder with diameter 5 cm and height 3 cm, as shown in the diagram.","A cake is to be made by stacking 24 of these large marshmallows and filling the gaps between them with chocolate. The diagrams show the cake and its top view. The shading shows the gaps to be filled with chocolate.

What volume of chocolate will be required? Give your answer correct
to the nearest whole number.",3,193,"Volume of chocolate = (15 * 10 * 6) - (6 * 2 * 58.904...)
= 193.1416...
= 193 cm3 (nearest cm3)",gm201628eii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2016,29,a,i,PB2,,,,,,Two unbiased coins are tossed.,What is the probability that one coin shows heads and the other shows tails?,1,43102,P(heads and tails) = 1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2016,29,a,ii,PB2,,,,,,Two unbiased coins are tossed.,"A game is played in which one player tosses the two coins. The rules are as follows:

\(\bullet\) If both coins show heads, the player wins $40
\(\bullet\) If both coins show tails, the player wins $20
\(\bullet\) If one coin shows heads and the other shows tails, the player loses $30

What is the financial expectation of this game?",2,0,"2 heads : $40 * 1/4 = $10
2 tails : $20 * 1/4 = $5
Heads and tails : -$30 * 1/2 = -$15
Expectation = $10 + $5 - $15
= $0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2016,29,b,i,AM5,,,,,gm201629b,The mass \(M\) kg of a baby pig at age \(x\) days is given by \(M=A(1.1)^{x}\) where \(A\) is a constant. The graph of this equation is shown.,What is the value of \(A\)?,1,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2016,29,b,ii,AM5,,,,,gm201629b,The mass \(M\) kg of a baby pig at age \(x\) days is given by \(M=A(1.1)^{x}\) where \(A\) is a constant. The graph of this equation is shown.,What is the daily growth rate of the pig's mass? Write your answer as a percentage.,1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,MG2,2016,29,c,i,DS4,,,,,gm201629c,The ages of members of a dance class are shown in the back-to-backstem-and-leaf plot.,"Pat claims that the women who attend the dance class are generally older than the men. 

Is Pat correct?Justify your answer by referring to the median and skewness of the two sets of data.",3,Pat is correct since the women's median age (55) is higher than the men's median age (45) and there are more women in the older age group (negatively skewed).,"Women median = 55 (Negatively skewed)
Men median = 45 (Positively skewed)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2016,29,d,i,FSHe1,,,,,gm201629d,"Five students sat both a Physics and a Chemistry exam. Their results are shown in the table. The mean and standard deviation of each exam are also shown.

The correlation coefficient for this data set is approximately 0.9.","Verify the value of the correlation coefficient, using your calculator, and give your value correct to three decimal places.",1,0.907,"r = 0.90680755
= 0.907 (3 decimal places)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2016,29,d,ii,FSHe1,,,,,gm201629d,"Five students sat both a Physics and a Chemistry exam. Their results are shown in the table. The mean and standard deviation of each exam are also shown.

The correlation coefficient for this data set is approximately 0.9.","By using the appropriate formulae from the Formulae and Data Sheet, and the given information, determine the equation of the least-squares line of best fit.",3,y=1.37x-28.76,"Gradient = 0.9 * 13.73/9.05
= 1.365414...

y-intercept = 66 - (1.365414... * 69.4)
= 66 - 94.75973
= -28.75973...

y = 1.37x - 28.76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
